Geneid,sample1,sample2,sample3,sample4,sample5,sample6
AL845433.1,0,0,0,0,0,0
NHS,23,86,50,51,40,24
MIR4768,0,0,0,0,0,0
Z93022.1,0,0,0,0,0,0
NHS-AS1,0,0,0,0,0,0
Z93242.1,0,0,0,0,0,0
SCML1,232,341,394,264,250,306
Z93242.2,0,0,0,0,0,0
RAI2,22,32,149,36,35,30
Z93929.2,0,0,0,0,0,0
Z93929.1,0,0,0,0,0,0
LINC01456,1,5,20,4,0,12
BEND2,0,0,6,6,0,0
SCML2,567,440,253,420,402,517
TMSB10P2,0,0,0,0,0,0
Z93023.1,0,0,0,0,0,0
CDKL5,1161,926,522,967,1057,1219
GJA6P,0,0,0,0,0,0
RS1,2,0,0,3,0,2
PPEF1,8,3,0,0,0,6
PPEF1-AS1,0,0,0,0,0,0
AL096700.1,0,0,0,0,0,0
HAUS1P2,0,0,0,0,0,0
PHKA2-AS1,4,5,6,12,4,8
PHKA2,986,919,674,902,761,1659
RN7SL48P,0,0,0,0,0,0
AL732509.1,38,56,53,36,41,51
ADGRG2,225,104,155,111,168,207
PDHA1,10938,9576,8104,9948,8836,19478
MAP3K15,83,40,73,32,60,82
AL732326.1,0,0,0,0,0,0
EIF5P2,0,0,0,0,0,0
SH3KBP1,2960,1638,1707,1895,2184,2814
BCLAF3,384,283,203,387,328,197
AL732366.3,0,0,0,0,0,0
MAP7D2,119,94,83,92,54,149
MIR23C,0,0,0,0,0,0
EIF1AX,3187,3894,2441,3570,2702,1480
AL732366.2,2,3,0,1,2,2
AL732366.1,2,3,0,6,0,1
EIF1AX-AS1,4,0,0,1,0,0
RPS6KA3,2321,1940,1521,1755,1750,1800
AL928596.1,0,0,0,0,0,0
AL807740.1,2,0,0,0,0,0
RN7SKP183,0,0,0,0,0,0
AL807742.1,3,2,0,0,0,0
BX088723.1,0,0,0,0,0,0
RNU6-133P,0,0,0,0,0,0
CNKSR2,980,597,356,511,833,648
RARRES2P3,0,0,0,0,0,0
KLHL34,44,27,28,34,8,20
SMPX,12688,13456,14004,14099,9710,12455
MBTPS2,1633,1710,1195,1654,1251,1559
U73479.1,0,0,0,0,0,0
YY2,25,45,41,29,27,19
U72788.1,0,0,0,0,0,0
U73023.1,0,0,0,2,0,0
SMS,7126,7129,6180,7559,6216,8961
PHEX,10,8,4,4,10,2
PHEX-AS1,0,0,0,0,4,0
PTCHD1-AS,0,0,1,1,2,0
AC004470.2,6,2,0,0,0,0
CBLL2,0,0,0,0,0,0
AC092832.2,0,0,0,0,0,0
METTL15P3,0,0,0,0,0,0
RNU6-266P,0,0,0,0,0,0
AC092832.1,0,0,0,0,0,0
AC004470.1,0,0,0,0,0,0
DDX53,0,0,0,0,0,0
FAM3C2,42,71,119,83,178,75
PDCL2P1,0,0,0,0,0,0
PTCHD1,116,143,180,176,82,84
AC073910.1,2,0,0,0,0,0
PRDX4,2769,2637,2316,2499,2100,4122
ACOT9,1961,2085,2008,2007,1643,2590
AC131011.2,0,0,2,0,0,0
AC131011.1,0,0,0,0,0,0
SAT1,1704,1720,1270,1798,1347,2274
APOO,571,755,615,659,530,1022
RPL9P7,247,207,151,183,169,564
CXorf58,3,0,0,0,0,0
KLHL15,342,386,214,388,289,256
EIF2S3,8113,8358,5504,7350,6441,6951
AC079169.1,0,0,0,0,0,0
ZFX-AS1,1,8,2,0,2,0
ZFX,996,1071,744,992,822,1060
SUPT20HL2,2,2,4,0,4,0
SUPT20HL1,0,0,0,0,2,2
AC004552.1,8,2,2,2,2,6
PDK3,1297,1185,1104,1241,1128,1402
SNRPEP9,0,0,0,0,0,0
PCYT1B,413,423,506,392,334,577
H2BP7,0,0,0,0,0,0
PCYT1B-AS1,0,0,0,0,0,0
AC079168.1,0,0,0,0,0,0
POLA1,700,694,311,525,476,806
SCARNA23,0,0,0,0,0,0
EEF1B2P3,483,405,352,371,365,924
ARX,2,0,11,4,0,0
AC002504.1,0,0,0,0,0,0
RN7SL91P,0,0,0,0,0,0
AC112778.1,0,0,0,0,0,0
RPP40P1,0,0,0,0,0,0
AC097263.1,3,0,0,0,2,4
AC121342.1,0,0,0,0,0,0
MAGEB18,0,0,0,0,0,0
AC129850.1,0,0,0,0,0,0
MAGEB6B,0,0,0,0,0,0
AC005297.1,0,0,0,0,0,0
MAGEB6,0,0,0,0,0,0
AC005297.2,0,0,0,0,0,0
MAGEB5,0,0,0,0,0,0
AC005297.3,0,0,0,0,0,0
AC073614.1,0,0,0,0,0,0
AC079178.2,0,0,0,0,0,0
AC079178.1,0,0,0,0,0,0
VENTXP1,0,0,0,0,0,0
AC005345.1,0,0,0,0,0,0
RPL7P58,0,0,0,0,0,0
HMGA1P1,0,0,0,0,0,0
RNU1-142P,0,0,0,0,0,0
AC112493.1,0,3,1,0,6,0
AC107419.1,0,2,2,0,0,0
AC097262.1,0,0,0,0,0,0
AC097262.2,0,0,0,0,0,0
PTP4A1P5,0,0,0,0,0,0
PPP4R3C,0,0,0,0,0,0
AC006210.1,0,0,0,0,0,0
AC006210.2,0,2,1,0,0,0
DCAF8L2,2,2,4,5,7,4
MAGEB10,0,0,0,0,0,0
AC107613.1,0,0,0,0,0,0
AC112492.2,0,0,0,0,0,0
AC112492.4,0,0,0,0,0,0
AC112492.3,0,0,0,0,0,0
AC112492.5,0,0,0,0,0,0
AC112492.1,0,0,0,0,0,0
DCAF8L1,0,0,0,0,0,0
MIR6134,0,0,0,0,0,0
AC112495.1,0,0,2,0,0,0
IL1RAPL1,164,78,51,68,146,164
H3P43,0,0,0,0,0,0
AC121343.1,0,0,0,0,3,0
AC003659.1,0,0,0,1,0,0
RNA5SP500,0,0,0,0,0,0
AL031575.1,0,0,0,0,0,0
MIR4666B,0,0,0,0,0,0
PIGFP3,0,0,0,0,0,0
AC005185.1,0,0,0,0,0,0
MAGEB2,4,0,0,0,4,6
MAGEB3,0,0,0,0,0,0
MAGEB4,0,0,0,0,0,0
MAGEB1,2,0,0,0,0,0
PLCE1P1,0,0,0,0,0,0
NR0B1,0,4,6,12,4,4
CXorf21,0,0,0,0,0,0
CKS1BP6,0,0,0,0,0,0
FTLP2,1,0,0,0,0,0
GK,144,235,146,211,168,198
GK-IT1,0,0,2,0,0,0
AC112496.1,2,3,4,7,0,0
GK-AS1,0,1,2,6,0,0
AC108359.1,0,0,0,0,0,0
TAB3,1264,1115,879,1328,1068,955
TAB3-AS1,0,0,0,0,0,0
TAB3-AS2,0,0,0,0,0,0
FTHL17,0,0,0,0,0,0
DMD,8174,8424,6888,9142,6939,10088
RNU6-894P,0,0,0,0,0,0
AC079177.1,0,4,0,2,0,0
RNA5SP501,0,0,0,0,0,0
NPM1P8,6,0,0,1,0,0
MIR3915,0,0,0,0,0,0
MIR548F5,0,0,0,0,0,0
DMD-AS3,0,0,0,0,0,0
TBCAP1,22,6,9,26,5,21
AL050305.1,0,0,0,0,0,0
AL591378.1,0,0,0,0,0,0
AL591501.1,16,20,0,9,0,6
FAM47A,2,0,0,0,0,0
FTH1P14,0,0,0,0,0,0
AL592043.1,0,0,0,0,0,0
AL592043.2,0,0,0,0,0,0
AL592504.1,0,0,0,0,0,0
TMEM47,3002,3735,2610,4385,2412,1918
AL606662.1,0,0,0,0,0,0
AL596245.1,0,0,0,0,0,0
FAM47B,0,0,0,0,0,0
AL596268.1,0,0,0,0,2,0
RNU6-1087P,0,0,0,0,0,0
SIAH1P1,0,0,0,0,0,0
AL161722.1,0,0,0,0,0,0
AL161722.3,0,0,0,0,0,0
AL161722.2,0,0,0,0,0,0
MAGEB16,1,2,0,0,0,2
AL590065.1,0,0,0,0,0,0
CFAP47,8,2,4,0,2,0
RNU6-641P,0,0,0,0,0,0
HMGB1P16,0,0,0,0,0,0
AL606516.1,0,0,0,0,0,0
RPS15AP40,0,0,0,0,0,0
AL592156.1,0,0,0,0,0,0
H2AL1QP,0,0,0,0,0,0
AC006924.1,0,0,0,0,0,0
BX842568.4,8,5,3,10,4,12
BX842568.2,19,8,7,0,1,21
BX842568.3,2,0,0,0,0,0
FAM47C,0,0,0,0,0,0
FTHL18,0,0,0,0,0,0
BX842568.1,0,0,0,0,0,0
MOB1AP2,0,0,0,0,0,0
PRRG1,797,891,491,869,626,552
AF241726.2,0,0,0,0,0,0
AC245096.1,0,0,0,0,0,0
FTH1P19,6,4,0,2,0,0
FTH1P27,0,0,0,0,0,0
FAM47DP,2,0,0,0,0,0
LANCL3,14,12,21,20,13,22
XK,316,213,254,254,199,211
H2AL1SP,0,0,0,0,0,0
CYBB,27,17,12,26,23,22
DYNLT3,768,1082,1133,1073,670,412
RNU6-49P,0,0,0,0,0,0
AL121578.2,33,35,58,29,33,63
AL121578.1,0,0,0,2,0,0
H2AP,2,0,0,4,0,12
H2AL1RP,0,0,4,0,0,4
SYTL5,5366,5318,5889,6104,4402,8408
MIR548AJ2,0,0,0,0,0,0
SRPX,4456,3532,3889,3984,3205,7616
AL606748.1,26,19,23,18,13,40
RPGR,312,254,207,301,307,347
AL606748.2,0,0,0,0,0,0
OTC,0,0,0,0,0,0
TDGF1P1,0,0,0,0,0,0
AF241726.1,0,0,0,0,0,0
FTLP16,0,0,0,0,0,0
UBTFL11,0,0,0,0,0,0
TSPAN7,62,50,41,41,37,44
RNU7-7P,0,0,0,0,0,0
AF241728.1,2,4,0,4,0,0
AF241728.2,0,0,2,0,2,2
MID1IP1,1202,1399,1159,1213,875,781
MID1IP1-AS1,28,43,16,31,18,40
RNU6-591P,0,0,0,0,0,0
AC108879.1,0,0,0,0,0,0
LINC01281,0,0,0,0,0,0
LINC01282,0,0,0,0,0,0
LINC01283,0,0,0,0,0,0
MIR3937,0,0,0,0,0,0
RN7SL732P,0,0,0,0,0,0
GAPDHP1,155,97,108,143,127,317
AC091810.1,0,0,0,0,0,0
AL592164.1,0,0,0,2,1,0
MIR1587,0,0,0,0,0,0
RPS11P7,0,0,0,0,0,0
AL592164.2,0,0,2,4,0,0
AC092198.1,6,0,30,0,4,0
BCOR,3324,3804,2899,3811,2466,3785
AC091806.1,14,30,24,33,12,13
AC091807.2,0,0,0,0,0,0
AC091807.1,0,0,0,0,0,0
AC092473.1,0,0,0,0,0,0
RNU7-164P,0,0,0,0,0,0
ATP6AP2,2663,3287,2861,3451,2218,2966
AC092473.2,0,0,0,0,0,0
MPC1L,0,0,0,0,0,0
CXorf38,593,572,365,430,424,586
MED14,2914,2795,1391,2649,2234,3751
MED14OS,23,18,10,20,12,10
DPRXP6,0,0,0,0,0,0
AC092474.1,0,0,0,0,0,0
AC092474.2,0,0,0,0,4,0
MKRN4P,2,1,2,5,1,0
SDCBPP3,4,0,0,4,2,2
AC092268.1,0,0,0,0,0,0
RPS2P55,3,6,1,4,9,6
AC092268.2,0,0,0,0,0,0
CLIC4P3,31,42,42,26,58,39
USP9X,8187,7790,5848,8068,6239,9028
LINC02601,6,0,8,0,4,4
RNA5SP502,0,0,0,0,0,0
AL391647.2,0,0,0,2,0,0
AL391647.1,0,0,0,0,0,0
DDX3X,12065,11543,10036,11661,9211,12213
RN7SL15P,2,1,0,2,0,0
NYX,0,0,0,1,0,0
Z93015.1,0,0,0,0,0,0
CASK,2795,2500,1805,2609,1910,3184
CASK-AS1,2,0,2,1,6,1
RNU6-1321P,0,0,0,0,0,0
AL627402.1,8,0,1,0,3,13
RN7SL144P,0,0,0,0,0,0
GPR34,2,4,2,2,0,0
GPR82,3,2,0,0,0,0
AL353691.1,0,1,0,0,0,0
AL353691.2,0,0,0,0,0,0
RNU6-202P,0,0,0,0,0,0
AL133329.1,0,0,0,0,0,0
ATP5MC2P4,45,35,22,33,23,48
RNU6-630P,0,0,0,0,0,0
Z92545.1,0,0,0,0,0,0
RNU6-1124P,0,0,0,0,0,0
Z93403.1,0,0,0,0,0,0
AL023875.1,0,0,0,0,0,0
Z94277.1,0,0,0,0,0,2
PPP1R2C,0,0,0,0,0,0
AL451086.1,0,0,0,0,0,0
PINCR,10,29,2,30,14,8
IMPDH1P4,0,4,0,2,0,0
AL023574.1,0,0,0,2,0,0
NANOGP10,0,0,0,0,0,0
MAOA,70,65,49,56,23,37
MAOB,98,92,32,51,89,151
NDP,16,24,65,15,1,18
NDP-AS1,0,0,0,2,0,0
AL034370.1,3,0,1,0,0,2
EFHC2,58,105,69,92,49,63
TATDN2P1,0,0,0,0,0,0
RRM2P3,14,21,44,27,16,24
AC018719.1,0,0,0,0,0,0
AL022163.1,0,0,0,0,0,0
FDPSP5,0,0,0,0,0,0
FUNDC1,658,658,618,784,505,848
CHTF8P1,1,1,0,0,0,0
RPL19P20,4,0,6,0,9,0
RPSAP61,3,0,0,0,0,2
RN7SL291P,0,0,0,0,0,0
DUSP21,0,0,0,0,0,0
KDM6A,5321,5572,3642,5467,3585,6078
DIPK2B,0,4,2,4,0,0
AC136489.1,0,0,2,0,0,0
AL020989.1,0,0,0,0,0,0
LINC01204,0,0,0,1,2,4
KRT8P14,0,0,0,0,0,0
AC234772.1,0,0,0,0,0,0
MIR222HG,72,94,98,58,90,101
MIR221,0,1,1,2,0,1
MIR222,0,0,1,0,0,0
AC234772.2,0,0,0,0,0,0
LINC02595,15,7,8,9,8,5
AL031584.1,0,0,0,0,0,0
AL031584.2,0,0,0,0,0,0
AL031584.3,0,0,0,0,0,0
MED28P4,0,0,0,0,0,0
KRT18P68,0,0,0,0,0,0
PCNAP3,0,0,0,0,0,0
AL034410.1,0,0,0,0,0,0
LINC01186,123,84,101,35,74,134
ACTBP1,0,4,0,0,0,0
AL139811.3,0,0,0,0,0,0
AL139811.2,0,0,0,0,0,0
GAPDHP65,6,8,2,7,1,10
KRBOX4,522,451,368,442,407,535
AL139811.1,0,3,6,7,0,6
ZNF674,244,240,244,276,221,226
RNU6-50P,1,0,0,0,0,0
ZNF674-AS1,308,254,496,285,283,314
AL022165.1,3,0,0,2,0,0
MKI67P1,0,2,0,0,2,4
CHST7,624,606,1141,738,526,337
SLC9A7,904,693,804,781,825,988
PGAM1P7,0,1,2,1,0,10
YBX1P8,0,0,0,0,0,0
AL512633.1,0,0,1,1,0,1
RP2,320,401,340,433,294,324
LINC01545,8,3,2,9,0,9
JADE3,736,673,357,726,620,869
RGN,223,153,170,125,207,264
RNU6-1189P,0,0,0,0,0,0
RNU12-2P,3,1,0,1,2,2
NDUFB11,4902,4208,3226,4324,3597,6354
RBM10,2888,2703,1949,2400,2079,2918
AL513366.1,12,9,0,10,6,2
UBA1,15967,16695,12254,16814,11896,22698
INE1,25,14,18,55,2,39
CDK16,8793,7254,6531,6818,5998,9153
USP11,7044,6240,3906,5976,5507,9698
AL591503.3,0,0,0,0,0,0
RN7SL785P,0,0,0,0,0,0
AL591503.1,0,0,0,0,0,0
ZNF157,8,16,22,33,21,28
SNORA11C,0,0,0,0,0,0
AL591503.2,0,0,0,0,0,0
NPM1P49,0,0,0,0,0,0
ZNF41,422,372,238,460,399,563
AL590283.1,0,0,0,0,0,0
LINC01560,69,84,63,69,39,40
NUS1P1,20,16,6,25,10,2
ARAF,2575,2340,1850,2204,1783,2699
SYN1,472,513,368,450,350,343
Z84466.1,0,0,0,0,0,0
TIMP1,4541,4623,3751,4288,3254,5570
MIR4769,0,0,0,3,0,0
CFP,14,2,11,18,1,4
ELK1,1410,1248,1146,1235,1016,1246
UXT,746,713,549,692,644,1433
UXT-AS1,34,41,18,19,39,13
CXXC1P1,0,0,0,0,0,0
AL009172.1,0,0,0,0,0,0
AL022578.1,0,0,0,0,0,0
WASF4P,25,21,11,7,6,9
ZNF81,353,342,295,400,233,380
RPL7P57,10,4,2,0,1,15
ZNF182,303,310,166,338,223,279
ZNF630,77,66,25,81,39,107
SPACA5,0,0,0,0,0,0
ZNF630-AS1,2,0,0,0,1,0
AC244636.3,14,7,24,22,21,16
SSX6P,0,1,12,0,0,0
SPACA5B,0,0,0,0,0,0
AC244636.1,0,0,0,0,0,0
AC244636.2,0,0,0,0,0,0
RNU6-707P,0,0,0,0,0,0
SSXP3,0,0,0,0,0,0
AC245047.7,0,0,0,0,0,0
SSX5,0,2,2,4,0,0
AC245047.5,0,0,0,0,0,0
RNA5SP503,0,0,0,0,0,0
AC245047.1,0,0,0,0,0,0
AC245047.3,0,0,0,0,0,0
AC245047.2,0,0,0,0,0,0
SSX1,2,0,0,0,0,0
AC245047.4,0,0,0,0,0,0
AC245047.8,0,0,0,0,0,0
AC245047.6,0,0,0,0,0,0
SSX9P,0,0,0,0,0,0
AL606490.6,0,0,0,0,0,0
SSXP9,0,0,0,0,0,0
AL606490.3,0,0,0,0,0,0
AL606490.9,0,2,0,0,0,0
SSX3,0,0,0,0,0,0
AL606490.1,0,0,0,0,0,0
AL606490.7,0,0,0,0,0,0
SSX4,0,0,0,0,0,0
SSX4B,0,0,0,0,0,0
AL606490.5,0,0,0,0,0,0
AL606490.4,0,0,0,0,0,0
AL606490.8,0,0,0,0,0,0
AL606490.2,0,0,0,0,0,0
SLC38A5,52,4,24,6,48,74
FTSJ1,1385,1249,1235,1111,934,1588
AF196972.1,4,3,12,13,5,4
PORCN,843,572,626,584,446,904
EBP,509,584,534,498,371,837
AF196969.1,1,3,2,0,0,9
AF196972.2,0,0,0,0,0,1
TBC1D25,1075,908,938,953,827,1326
AC115618.1,42,24,9,13,19,10
RBM3,7074,7531,3976,5093,5406,4111
AC115618.2,0,0,0,0,0,0
AC115618.3,0,0,0,0,0,0
MRPL32P1,0,0,0,0,0,0
WDR13,4486,3783,3157,3596,2898,3582
VN1R110P,0,0,0,0,0,0
WAS,24,20,51,48,36,32
SUV39H1,317,250,192,190,157,358
AC231533.1,4,1,3,0,0,0
RNU6-1056P,0,0,0,0,0,0
GLOD5,0,0,0,0,0,0
AC231533.2,32,16,6,16,11,22
RNU6-29P,0,0,0,1,0,1
GATA1,4,1,2,9,0,1
HDAC6,1982,1869,1601,1818,1516,2612
ERAS,0,0,0,0,0,4
PCSK1N,375,538,354,413,318,65
PQBP1,1346,1159,973,1209,948,1645
TIMM17B,2147,1899,1476,2049,1471,1775
SLC35A2,998,958,572,923,660,950
PIM2,268,290,329,255,217,375
OTUD5,2582,2709,2165,2190,1924,2319
AC233300.1,15,19,5,23,7,41
RNU6-722P,8,5,8,6,6,7
KCND1,67,65,77,45,63,96
GRIPAP1,2020,1769,1373,1692,1369,2575
TFE3,2425,2265,2355,2137,1669,2370
CCDC120,385,374,236,306,268,340
PRAF2,215,271,281,264,153,245
AC231657.3,0,0,0,0,0,0
WDR45,992,779,756,899,713,1405
RNU4-52P,0,0,1,2,0,0
GPKOW,843,714,665,754,659,929
RN7SL262P,2,0,3,0,0,1
AC231657.2,0,2,2,0,0,3
MAGIX,97,65,102,63,66,60
AC231657.1,0,1,1,0,0,4
PLP2,694,358,423,356,465,1138
PRICKLE3,271,261,258,272,232,214
SYP,5,13,16,10,16,6
SYP-AS1,0,0,0,0,0,0
CACNA1F,10,4,0,3,2,0
HSPB1P2,15,0,0,1,2,0
CCDC22,526,488,371,453,387,374
FOXP3,2,18,3,6,4,3
AC232271.3,2,7,4,1,0,6
PPP1R3F,661,484,503,626,525,545
AC232271.1,34,41,51,38,42,45
AC232271.2,0,2,0,4,0,8
GAGE10,0,0,0,0,0,1
GAGE12J,0,0,0,0,0,0
GAGE13,0,0,0,0,0,0
GAGE2E,0,0,0,0,0,0
GAGE12B,0,0,0,0,0,0
GAGE12C,0,0,0,0,0,0
GAGE12D,0,0,0,0,0,0
GAGE12F,0,0,0,0,0,0
GAGE12E,0,0,0,0,0,0
GAGE12G,0,0,0,0,0,0
GAGE12H,0,0,0,0,0,0
GAGE1,0,0,2,0,0,0
GAGE2A,0,0,0,0,0,0
VDAC1P2,0,0,0,1,0,5
SALL1P1,0,0,0,0,0,0
PAGE1,0,0,0,0,0,0
PAGE4,0,0,0,0,0,0
USP27X-AS1,12,38,28,34,16,43
USP27X,316,279,448,235,276,373
AC236430.1,0,0,0,0,0,0
CLCN5,2510,3249,3848,3583,2089,3424
RNU6-421P,0,0,0,0,0,0
MIR532,0,0,0,0,0,0
MIR188,0,0,0,0,0,0
MIR500A,0,0,0,0,0,0
MIR362,0,0,0,0,0,0
MIR501,0,2,0,0,0,0
MIR500B,0,0,0,0,0,0
MIR660,0,0,0,0,0,0
MIR502,0,0,0,0,0,0
PYY3,0,0,0,0,0,0
AC235789.1,0,0,0,0,0,0
AKAP4,0,2,0,0,0,2
CCNB3,51,23,20,23,30,41
DGKK,71,344,268,228,54,82
SHROOM4,536,1082,833,993,443,798
RNU6-935P,0,0,0,0,0,0
H3P44,0,0,0,0,0,0
BMP15,0,0,0,0,0,0
HMGB1P15,0,0,0,0,0,0
AC239367.1,0,0,0,0,0,0
AC239367.2,0,0,0,0,0,0
LINC01284,0,0,0,0,0,0
AC239367.3,0,0,0,0,0,0
AC233976.1,0,0,0,0,0,0
AC233976.2,0,0,0,0,0,0
NUDT10,159,122,170,101,91,86
AL158055.1,0,0,0,2,0,2
EZHIP,0,0,0,0,0,0
NUDT11,696,703,536,536,538,577
LINC01496,2,0,0,0,0,0
CENPVL3,55,29,48,69,84,100
CENPVL2,1,1,1,0,2,14
CENPVL1,2,0,0,0,0,0
GSPT2,742,776,661,840,548,840
MAGED1,20761,19177,14267,18810,14798,26133
AC241520.1,3,6,0,10,0,0
RNU6-504P,4,0,0,0,0,0
AL929410.1,0,4,2,0,0,0
IPO7P1,0,0,0,0,0,0
AL929410.2,0,0,0,0,0,0
TPMTP3,0,0,0,0,0,0
AC239585.1,0,0,0,0,0,0
AC239585.2,0,0,0,0,0,0
MAGED4B,36,14,28,16,18,491
SNORA11E,0,0,0,0,0,0
MAGED4,78,34,35,331,9,18
SNORA11D,0,0,0,0,0,0
AC231759.2,0,0,0,0,0,0
AC245177.1,0,0,0,0,0,0
AC231759.1,2,0,0,0,0,0
MIR8088,0,0,0,0,0,0
XAGE2,7,0,18,6,13,22
AC231532.1,0,0,0,0,0,0
AC231532.2,0,0,0,0,0,0
BX510359.1,0,0,0,0,0,0
BX510359.5,0,0,0,0,0,0
BX510359.8,0,0,0,0,0,0
BX510359.7,0,0,0,0,0,0
RBM22P6,0,0,0,0,0,0
XAGE1A,0,0,0,0,0,0
RBM22P7,0,0,0,0,0,0
XAGE1B,0,0,0,0,0,0
BX510359.6,0,0,0,0,0,0
BX510359.2,0,0,0,0,0,0
BX510359.4,0,0,0,0,0,0
BX510359.3,0,0,0,0,0,0
SSXP4,0,0,0,0,0,0
SSXP1,0,0,0,0,0,0
AL450023.2,0,0,0,0,0,0
SSX8P,0,0,0,0,0,0
SSX7,0,0,0,0,0,0
AL450023.1,0,0,0,0,0,0
RNA5SP504,0,0,0,0,0,0
SSXP5,0,0,0,0,0,0
AL450023.3,0,0,0,0,0,0
SSX2,0,0,0,0,0,0
AC244505.2,0,0,0,0,0,0
AC244505.3,0,0,0,0,0,0
AC244505.5,0,0,0,0,0,0
SSX2B,0,0,0,0,0,0
AC244505.7,0,0,0,0,0,0
AC244505.4,0,0,0,0,0,0
SPANXN5,0,0,0,0,0,0
AC244505.6,0,0,0,0,0,0
XAGE5,0,0,0,0,0,0
AC244505.1,0,0,0,0,0,0
EIF4A2P4,2,1,0,0,1,3
XAGE3,0,0,0,0,4,0
FAM156B,4,2,2,15,0,4
AC234031.1,9,14,3,10,6,6
FAM156A,2,21,17,3,16,22
GPR173,410,262,298,247,336,371
BX322635.1,8,0,5,5,6,8
TSPYL2,1343,1153,1331,1203,1088,1512
AL591212.1,4,0,0,3,1,0
KANTR,324,362,246,414,310,216
AL591212.2,0,0,0,0,0,0
ACTG1P10,19,12,13,16,7,6
AL139396.1,24,18,17,8,28,23
KDM5C,5779,5251,3141,5275,4017,6437
MIR6895,3,0,0,0,0,0
MIR6894,0,0,0,0,0,0
KDM5C-IT1,0,0,0,0,3,0
IQSEC2,510,510,445,463,326,407
RPSAP62,0,0,0,0,0,0
AC245102.1,0,0,0,0,0,0
AC245102.3,0,0,0,0,0,0
AC245102.2,0,0,0,0,0,0
SMC1A,4263,4286,2210,3566,3299,8366
MIR6857,0,0,0,0,0,0
RIBC1,26,22,33,28,38,42
HSD17B10,3283,2821,2194,2542,2298,4655
AC233728.1,3,2,0,7,4,3
AC233728.2,0,0,0,0,0,0
VTRNA3-1P,0,0,0,0,0,0
HUWE1,23903,20900,12754,22308,16326,37039
MIR98,0,0,0,0,1,1
MIRLET7F2,0,0,0,0,0,0
BX323845.1,0,0,0,0,0,0
BX323845.2,0,0,0,0,0,0
BX323845.3,0,4,0,1,0,2
AC233279.1,0,0,0,0,2,2
RNA5SP505,0,0,0,0,0,0
PHF8,1101,955,436,1078,789,1504
FAM120C,315,247,197,284,210,225
AL589872.1,0,0,0,0,0,0
WNK3,264,247,228,272,169,248
RPL7AP71,0,0,0,0,0,0
RNU6-434P,0,0,0,0,0,0
TSR2,1367,1184,1176,1372,1069,1845
FGD1,1736,1368,1183,1379,1124,1409
GNL3L,4775,3305,3021,4039,3304,4907
PGAM4P1,0,0,0,0,0,0
ITIH6,3,0,2,7,2,0
MAGED2,26984,26210,21104,25207,19077,41347
SNORA11,10,5,4,8,17,32
AL049732.1,0,0,0,0,0,0
TRO,4555,3780,2952,3539,3219,5250
SNORA11G,0,0,0,0,0,0
PFKFB1,19,18,3,6,13,16
APEX2,845,885,644,826,641,1129
ALAS2,20,35,24,21,10,48
AL020991.1,0,0,0,0,0,0
AL590240.2,0,0,0,0,0,0
PAGE2B,15,15,19,21,7,21
PAGE2,3,0,0,0,2,0
AL590240.4,0,0,0,0,0,0
AL590240.3,0,0,0,0,0,0
FAM104B,288,228,183,283,211,322
AL590240.1,0,0,0,0,0,0
MTCO1P52,0,0,0,0,0,0
MTND2P24,0,0,0,0,0,0
MTND1P30,0,0,0,0,0,0
MTRNR2L10,15,9,6,10,4,58
PAGE5,0,0,1,0,0,0
PAGE3,0,0,0,0,0,0
AL158819.1,0,0,0,0,0,0
MIR4536-2,0,0,0,0,0,0
MIR4536-1,0,0,0,0,0,0
MAGEH1,1023,1036,902,1036,933,1352
USP51,233,200,279,254,183,245
AL590410.1,0,0,0,0,0,0
AL627224.1,0,0,0,0,0,0
AL627224.2,0,0,0,0,0,0
FOXR2,0,0,0,0,0,0
AL159987.2,0,0,0,0,0,0
AL159987.1,0,0,0,0,0,0
RRAGB,958,935,870,899,781,1113
AL050309.1,40,37,31,21,68,50
AL391419.1,0,0,0,6,0,2
KLF8,172,138,84,118,217,168
RPL23AP83,0,0,0,0,0,0
UBQLN2,3133,3479,2453,3354,2561,3440
AL354793.1,0,0,0,6,0,0
NBDY,1717,1726,1392,1721,1220,1626
UQCRBP1,9,6,11,14,17,24
SPIN3,856,739,482,792,644,837
AL139397.1,0,0,0,0,0,0
AL139397.2,0,0,0,0,0,2
SPIN2B,398,391,398,458,279,361
AL022157.1,14,16,4,6,4,18
SPIN2A,23,12,21,10,25,21
Z83745.1,15,20,0,21,4,16
PPP1R11P2,0,0,0,2,0,0
FAAH2,53,21,30,18,52,82
MTHFD1P1,0,0,0,0,0,0
ZXDB,596,667,492,680,475,405
NLRP2B,1,0,0,0,2,0
Z93019.1,0,0,0,0,0,0
ZXDA,53,102,104,138,58,48
MYCLP2,0,0,0,0,0,0
KRT8P17,0,0,0,0,0,0
BX322784.1,3,7,3,0,4,11
MTND1P31,0,0,0,0,0,0
MTND2P25,0,0,0,0,0,0
ZFRP1,0,0,0,0,0,0
AL359854.1,0,0,0,0,0,0
LINC01278,2089,2103,1777,2464,1336,2217
CBX1P1,2,0,2,0,2,1
SPIN4,694,952,824,1154,524,462
SPIN4-AS1,0,0,0,0,0,0
ARHGEF9,6463,6231,6151,6632,4974,9678
ARHGEF9-IT1,0,0,1,8,2,0
BTF3P8,0,0,0,0,0,0
MIR1468,0,0,0,0,0,0
HNRNPDP1,0,0,0,0,0,0
