Geneid,NCH3_2_DAPT,NCH3_1_DAPT,NCH1_2_DAPT,NCH3_2_DMSO,NCH1_1_DAPT,NCH1_1_DMSO,NCH1_2_DMSO,NCH3_1_DMSON
RN7SL459P,0,0,0,0,0,0,0,0
RN7SL67P,3,3,3,0,6,0,1,2
AEBP2,941,1042,1220,778,843,921,1317,575
PDCD5P1,0,0,0,0,0,0,1,0
AC091805.2,0,0,0,0,0,0,0,0
RNU6-254P,0,0,0,2,0,0,0,0
EEF1A1P4,6,14,1,4,0,0,7,0
AC091805.1,0,0,0,5,0,0,0,0
AC137561.1,18,4,0,13,2,0,0,4
RNU1-146P,0,0,0,0,0,0,0,0
AC024901.1,47,3,6,8,17,11,1,6
TCP1P3,2,5,1,4,6,1,8,1
LINC02398,3,0,0,1,0,0,0,0
AC126468.1,133,199,20,165,144,156,118,72
LINC02468,4,0,0,4,1,4,0,0
AC129102.1,0,0,0,0,0,4,0,0
PDE3A,513,393,1417,306,194,303,1093,5
UBE2L2,0,0,2,0,0,0,0,0
AC112777.1,63,90,342,49,43,69,262,56
SLCO1C1,9,2,2,4,8,4,4,0
SLCO1B3,0,0,0,0,0,0,0,0
SLCO1B3-SLCO1B7,0,0,0,0,0,0,0,0
AC011604.1,0,0,0,0,0,0,0,0
SLCO1B7,0,0,0,0,0,0,0,0
AC022335.1,0,0,0,0,0,0,0,0
SLCO1B1,9,13,22,7,2,2,18,0
SLCO1A2,65,53,936,71,80,151,785,23
IAPP,27,4,6,4,0,8,6,0
PYROXD1,523,460,253,351,523,593,369,314
ELOCP31,0,0,0,0,0,0,0,0
RECQL,439,504,982,358,535,508,1258,194
GOLT1B,1215,922,1441,642,1328,1106,1851,488
SPX,388,596,86,452,564,788,167,209
GYS2,1,0,0,0,0,0,0,0
AC010197.2,0,4,0,0,0,0,4,2
LDHB,1609,1561,2023,1146,1652,1825,1885,949
AC010197.1,0,0,0,0,0,0,0,0
AC010185.1,0,0,0,0,0,0,0,0
KCNJ8,291,459,150,404,266,382,285,243
ABCC9,596,803,129,878,365,614,280,224
AC008250.1,3,2,0,0,1,0,0,0
AC008250.2,0,3,0,0,0,0,0,0
AC092862.1,0,8,1,0,2,0,1,0
CMAS,1522,1381,1721,1118,1386,1634,1812,1018
ST8SIA1,33,70,438,21,0,17,310,35
AC007671.1,0,2,3,4,0,0,0,4
SULT6B2P,0,0,0,0,0,0,0,0
RNU1-149P,0,0,0,0,0,0,0,0
AC087318.1,0,0,0,0,0,0,0,0
AC053513.1,6,0,3,0,0,0,0,0
C2CD5,1356,1529,2606,1317,1052,1464,2344,770
AC053513.2,31,44,28,35,18,30,46,17
LRRC34P1,0,0,0,0,0,0,0,0
AC087241.1,0,0,0,0,0,0,0,0
AC087241.2,0,6,5,0,0,0,6,0
ETNK1,2689,2263,1714,1611,1429,1475,1878,1254
AC084816.1,3,0,35,3,0,10,1,2
RPS27P22,0,0,0,0,0,0,0,0
AC084819.1,0,0,12,0,4,4,2,0
AC087258.1,0,0,0,0,0,0,0,0
AC087235.2,0,0,0,0,0,0,0,0
AC087235.1,4,0,0,0,0,0,0,0
SOX5,148,162,291,121,223,312,291,40
AC087260.1,0,0,5,0,0,0,0,0
MIR920,0,0,0,0,0,0,0,3
SOX5-AS1,0,0,0,4,0,0,0,0
LINC00477,0,0,6,0,0,0,0,0
KNOP1P1,0,0,0,0,0,0,0,0
AC087312.1,0,0,0,0,0,0,0,0
AC023796.1,1,0,0,0,0,0,0,0
RN7SL38P,0,0,0,0,0,0,0,0
BCAT1,502,427,11369,561,526,1354,10026,53
AC023796.2,0,0,0,0,0,0,0,0
AC026310.3,0,0,0,0,0,0,2,0
AC026310.2,0,0,13,0,0,2,30,0
AC026310.1,0,0,0,0,0,0,0,0
C12orf77,0,0,0,0,0,0,0,0
LRMP,1,10,34,7,46,35,30,2
CENPUP2,0,0,0,0,0,0,0,0
AC023510.1,0,0,0,0,0,0,0,0
AC023510.2,2,2,2,0,0,0,6,0
CASC1,20,24,24,18,6,21,10,24
ETFRF1,754,1019,612,517,889,969,844,587
KRAS,2008,1927,2966,1215,1893,1934,3302,1188
AC092794.1,8,29,10,12,21,17,8,3
AC092794.2,2,0,0,0,0,0,0,0
AC087239.1,0,3,22,2,0,0,2,4
RNU4-67P,0,0,0,0,0,0,0,0
AC092451.1,0,0,0,0,0,0,0,0
LMNTD1,35,6,0,12,12,0,0,26
AC092451.3,0,0,0,0,0,0,0,0
AC092451.2,0,0,0,0,0,0,0,0
TUBB4BP1,0,0,0,0,0,0,0,0
AC022367.1,0,0,0,0,0,0,0,0
RN7SKP262,0,0,0,0,0,0,0,0
AC019209.3,0,0,0,0,0,0,0,3
TDGP1,36,20,46,10,35,32,55,33
AC019209.2,0,0,0,0,0,0,0,0
MIR4302,0,0,0,0,0,0,0,0
AC019209.1,0,0,0,0,0,0,0,0
RASSF8-AS1,1169,1181,435,1070,820,877,517,1058
RASSF8,2206,2441,1659,1819,1858,1847,2104,2411
BHLHE41,100,121,4,52,117,81,24,21
SSPN,1183,1233,80,769,989,935,490,700
AC022509.3,15,1,0,19,9,8,0,2
AC022509.5,0,2,0,0,0,0,0,0
AC022509.2,0,2,0,0,0,0,0,0
AC022509.1,9,0,0,3,4,0,0,4
AC022509.4,0,0,0,0,0,0,0,0
AC055720.1,0,4,0,0,0,0,0,0
AC055720.3,0,0,0,0,0,0,0,0
AC024145.1,7,24,0,2,7,7,15,6
ITPR2,332,418,759,326,388,452,881,156
AC055720.2,0,0,0,0,0,0,0,0
RNA5SP354,0,0,0,0,0,0,0,0
AC023051.1,0,0,0,8,0,0,0,0
AC023051.2,0,0,0,0,0,0,0,0
INTS13,1252,1014,1308,818,889,900,1349,713
FGFR1OP2,1692,1540,1344,1001,1447,1226,1316,780
TM7SF3,2373,1904,2065,1342,1706,1551,1956,1194
AC024896.1,18,41,45,30,16,8,43,17
MED21,1253,1482,865,975,1461,1696,975,711
AC092747.4,217,189,181,166,239,229,143,126
C12orf71,0,0,2,0,8,1,4,0
AC092747.3,0,0,0,0,0,0,0,0
AC092747.1,0,0,0,2,0,0,0,0
AC092747.2,0,0,4,2,2,6,3,0
STK38L,3001,3083,2798,2044,4598,5421,3153,870
ARNTL2,439,367,661,262,658,625,628,165
ARNTL2-AS1,0,0,2,0,0,0,2,0
SMCO2,2,6,2,2,4,0,2,0
RARS1P1,0,0,0,0,0,0,0,0
PPFIBP1,7107,6001,2002,5416,8403,7958,4600,3176
AC087257.1,4,10,0,6,0,0,10,0
AC087257.2,2,10,0,0,0,4,0,2
AC009509.4,0,0,0,4,0,0,0,0
AC009509.2,8,2,0,2,4,1,0,0
REP15,10,10,0,6,4,5,0,4
AC009509.5,0,4,2,2,10,4,0,0
HMGB1P49,6,0,0,0,5,1,0,0
AC009509.3,0,0,0,0,0,0,0,0
MRPS35,2910,2600,2338,2027,2578,2474,2710,1657
AC009509.1,0,0,0,0,0,1,4,2
MANSC4,6,0,2,0,2,0,0,0
AC009511.2,0,0,5,0,0,0,3,0
KLHL42,1041,1102,1314,918,1119,1223,1377,479
AC009511.1,0,0,0,0,0,0,0,0
RN7SKP15,0,0,0,0,0,0,0,0
AC009511.3,0,0,0,0,0,0,0,0
AC008011.1,0,0,0,0,0,0,0,0
PTHLH,4,8,24,10,4,7,8,0
AC008011.2,0,0,0,0,0,1,4,0
CCDC91,746,955,553,780,785,929,594,684
AC022364.1,182,162,34,166,217,105,64,74
AC022364.2,0,0,0,0,0,0,0,0
AC022079.2,0,13,0,16,9,2,0,2
AC022079.1,0,4,0,0,0,6,0,0
RNU4-54P,0,0,0,0,0,0,0,0
RNA5SP355,0,0,2,0,0,0,0,0
AC084754.1,0,0,6,2,0,0,2,0
AC022081.1,0,0,0,0,0,0,0,0
AC024255.1,0,0,0,0,0,0,0,0
AC012150.1,0,0,0,0,0,0,2,0
FAR2,371,224,188,241,187,177,408,78
AC012150.2,0,0,0,0,0,0,0,0
AC009318.4,14,3,22,16,13,13,6,14
AC009318.1,170,127,83,135,181,140,78,120
AC009318.3,79,29,8,34,33,5,6,14
AC009318.2,42,50,15,40,44,30,14,9
ERGIC2,2080,2011,1284,1358,2129,1904,1450,1174
OVCH1-AS1,11,6,14,10,2,15,4,4
OVCH1,10,6,12,19,6,0,6,17
TMTC1,5349,6912,1149,4893,4658,3650,1682,5056
AC009320.1,4,11,6,12,7,12,6,11
RPL21P99,0,0,0,2,2,0,0,0
AC023511.3,0,0,0,1,0,0,0,0
AC023511.2,0,0,0,0,0,0,0,0
AC023511.1,0,0,0,0,0,0,0,0
LINC02386,0,0,0,0,0,0,0,0
AC078776.2,0,0,0,0,0,0,0,0
RNA5SP356,0,0,0,0,0,0,0,0
AC078776.1,0,0,0,0,0,0,0,0
AC026371.1,0,0,0,0,0,0,0,0
IPO8,2285,2335,2104,1670,1835,1847,2262,1489
AC012673.1,4,4,12,0,2,4,0,0
CAPRIN2,1616,1600,1026,1234,938,1177,1367,1000
AC010198.1,0,0,0,4,8,0,0,4
LINC00941,0,0,0,0,0,0,0,0
AC010198.2,8,2,9,0,2,10,18,6
PPIAP44,0,0,0,0,0,0,0,0
TSPAN11,306,285,795,236,411,484,710,289
AC008013.2,19,24,2,26,7,14,4,18
AC008013.3,0,0,1,0,0,0,0,0
DDX11-AS1,36,36,29,74,32,18,43,14
DDX11,511,689,1914,416,531,608,1863,369
AC008013.1,0,0,0,0,0,0,0,0
AC008013.4,0,0,0,0,0,0,0,0
AC024940.2,6,4,102,5,16,10,51,0
AC024940.5,0,2,1,0,0,0,0,0
AC024940.3,21,19,113,19,34,53,113,21
MREGP1,0,0,0,0,0,0,0,0
AC024940.6,1,0,6,0,0,4,4,0
SINHCAF,2381,2693,10618,1909,2800,3432,10200,1452
AC024940.4,4,6,0,6,8,0,5,2
AC024940.1,22,10,28,13,4,16,8,18
LINC02387,0,0,55,0,0,15,75,0
AC068792.2,0,0,0,0,0,0,0,0
DENND5B,19401,17324,3492,13839,12569,12383,5577,9313
RNU6-618P,0,6,1,6,0,2,5,0
AC068792.1,21,20,3,33,19,25,11,13
AC022080.2,15,0,0,0,6,2,0,0
AC022080.4,10,2,2,0,0,0,2,0
AC022080.1,0,5,0,6,0,0,0,0
AC022080.3,0,0,11,4,0,0,0,0
DENND5B-AS1,70,57,13,31,69,76,47,26
RNU5F-4P,3,0,0,0,0,0,0,0
RPL31P50,5,0,0,0,0,0,0,6
AK4P3,37,65,60,34,17,24,58,47
AC068774.1,0,0,20,0,0,5,6,0
ETFBKMT,140,118,58,109,141,148,100,89
AMN1,108,121,184,130,151,199,166,91
STMN1P1,2,0,1,0,0,0,0,0
AC023157.3,130,79,61,49,42,42,48,71
AC023157.2,4,6,6,1,7,2,11,1
AC023157.1,2,1,11,0,0,1,8,0
H3-5,19,2,18,4,0,0,22,2
RNU6-1069P,0,0,0,0,0,0,0,0
AC023050.2,0,0,0,0,0,0,0,0
AC023050.3,0,0,0,0,0,0,0,0
LINC02422,10,6,22,4,2,12,15,4
AC023050.4,0,0,0,0,0,0,0,0
AC023050.1,0,0,0,0,0,0,0,0
RPL12P32,0,0,0,1,0,4,0,0
AC023050.5,6,0,0,2,0,0,0,0
RESF1,961,995,5669,762,1310,2247,4654,503
AC016957.2,2,4,25,12,28,6,21,2
AC016957.1,0,1,0,0,0,0,0,0
AC048344.2,0,0,0,0,0,0,0,0
AC048344.3,0,0,0,0,0,0,0,0
AC048344.1,0,0,0,0,0,0,0,0
BICD1,959,952,1571,639,764,779,1779,638
AC048344.4,8,4,4,10,18,6,30,1
AC016954.1,0,0,7,0,2,0,12,0
AC026356.1,39,27,51,20,39,54,65,8
AC026356.2,21,14,29,32,5,28,86,2
AC087245.1,0,0,0,0,0,0,0,0
FGD4,486,465,1354,276,658,621,1378,272
RNU6-494P,0,0,0,0,0,0,0,0
DNM1L,4590,4155,3673,3231,3921,3860,4239,2937
AC084824.3,0,4,1,0,0,0,0,0
AC084824.1,7,12,0,15,4,7,4,0
AC084824.6,29,10,10,12,8,8,6,6
AC084824.2,91,92,189,142,123,96,143,58
YARS2,580,622,1069,468,575,626,1085,463
AC084824.4,13,16,16,10,53,2,18,12
AC084824.5,18,23,20,38,19,38,44,18
AC087588.3,4,0,0,0,4,1,0,1
PKP2,34960,34458,9160,27865,35425,39138,20080,25701
AC087588.2,75,70,39,71,114,110,96,45
AC087588.1,4,4,0,0,0,0,0,0
AC087311.1,0,0,0,0,2,0,0,1
AC087311.2,0,0,0,0,0,0,0,0
SYT10,8,6,55,0,16,24,21,4
AC023158.1,0,0,2,0,1,1,6,0
AC023158.2,0,0,6,0,10,0,6,0
AC016956.1,0,0,0,0,0,0,0,0
RNU6-400P,0,0,0,0,0,0,0,0
AC024153.1,0,0,0,0,0,0,0,0
RNU6-472P,0,0,0,0,0,0,0,0
AC046130.1,0,0,0,0,0,0,0,0
AC046130.2,3,0,0,0,0,0,0,0
ALG10,108,99,143,51,102,95,149,57
AC046130.3,0,2,25,0,0,6,11,0
AC140847.1,0,0,0,0,0,0,0,0
AC140847.3,0,0,0,0,0,0,0,0
TUBB8P4,0,0,0,0,0,0,0,0
AC140847.2,0,0,0,0,0,0,0,0
RNA5SP357,0,0,0,0,0,0,0,0
DUX4L27,0,0,0,0,0,1,0,0
AK6P1,0,0,0,0,0,0,0,0
ZNF970P,0,0,0,0,0,0,0,0
AK6P2,0,0,0,0,0,0,0,0
CLUHP8,0,0,0,0,0,0,0,0
AC079460.1,0,0,0,0,0,0,0,0
AC079460.2,0,0,0,0,0,0,0,0
RNA5SP358,0,0,0,0,0,0,0,0
RNA5SP359,0,0,0,0,0,0,0,0
TUBB8P5,0,0,0,0,0,0,0,0
AC117372.2,0,0,0,0,0,0,0,0
NF1P12,0,0,0,0,0,0,0,0
AC117372.1,0,0,0,0,0,0,0,0
ALG10B,84,68,528,61,494,379,520,26
AC087897.1,0,0,0,0,0,0,0,0
AC087897.2,0,0,0,0,0,0,0,0
CPNE8,16,62,256,4,44,43,167,0
CPNE8-AS1,0,0,7,0,0,0,4,0
AC018448.2,0,0,0,0,0,0,0,0
AC018448.1,0,0,0,0,0,0,0,0
LINC02406,0,0,0,0,0,0,0,0
AC084373.1,0,0,0,0,0,0,0,0
KIF21A,8015,6027,3380,5509,8011,6914,3559,2883
AC121334.4,0,0,2,0,0,0,1,0
AC121334.1,0,0,0,0,0,0,0,0
AC121334.2,0,0,0,0,0,0,0,0
ABCD2,11,14,8,8,0,0,0,4
AC121334.3,0,8,0,0,0,0,0,0
C12orf40,0,0,0,0,0,0,0,0
SLC2A13,647,384,416,231,279,241,474,184
AC121336.1,0,0,3,0,0,0,0,0
RPL30P13,0,0,0,0,0,0,0,0
LINC02555,0,0,0,0,0,0,0,0
LINC02471,0,0,1,0,0,0,0,0
LRRK2-DT,0,0,4,20,3,0,12,5
LRRK2,8,34,55,13,39,48,34,49
AC084290.1,0,0,0,0,0,0,0,0
MUC19,85,43,83,58,207,167,53,46
AC107023.1,0,0,0,0,0,0,0,0
RNU6-713P,0,0,0,0,0,0,0,0
CNTN1,1980,775,452,422,4978,3115,696,537
AC016144.1,0,0,0,2,0,0,0,0
AC015540.1,0,0,0,0,0,0,0,0
PDZRN4,0,10,323,2,6,16,254,14
AC090531.1,0,0,0,0,0,0,0,0
RNA5SP360,0,0,0,0,0,0,0,0
MTND2P17,0,0,0,0,0,0,0,0
MTND1P24,0,0,0,0,0,0,0,0
LINC02400,0,0,0,0,0,0,2,0
AC090630.1,0,0,0,0,0,0,2,0
AC006197.1,0,0,0,0,0,0,0,0
AC006197.2,11,10,6,4,6,10,0,6
AC023513.1,0,0,0,4,0,0,0,0
GXYLT1,722,740,1911,664,979,775,2090,338
YAF2,2391,2128,1101,1558,2106,1940,1603,1238
PPHLN1,2330,1963,3440,1771,2056,2042,3418,1175
AC020629.1,0,1,12,12,8,16,1,6
ZCRB1,1500,1589,2461,1192,1449,1408,2126,997
MIR7851,6,0,1,1,0,3,3,0
AC079684.1,0,0,0,0,0,0,0,0
AC079684.2,6,0,33,16,16,0,24,6
RNU6-249P,0,0,0,0,0,0,0,0
AC079601.3,43,18,8,25,2,2,8,2
AC079601.1,6,10,1,9,8,1,4,0
PRICKLE1,8615,8344,1060,6664,5366,6307,2404,4680
AC079601.2,18,23,0,2,10,1,0,6
AC079600.3,4,6,0,10,0,2,0,24
LINC02402,8,0,0,0,0,0,0,4
AC079600.2,0,0,0,0,0,0,0,0
AC079600.1,1,0,0,0,0,0,0,0
LINC02451,0,0,0,4,0,0,0,0
RPS27P21,0,0,0,1,0,0,0,0
LINC02450,3,0,0,10,0,0,0,2
AC068802.1,0,4,0,0,0,0,0,0
AC012038.2,4,0,0,0,0,0,0,0
AC012038.1,0,0,0,0,0,0,0,0
MRPS36P5,0,4,0,1,0,0,0,0
LINC02461,9,6,7,5,0,2,0,0
ADAMTS20,4,4,133,0,10,37,124,8
AC090525.1,0,0,0,0,0,0,0,0
AC090525.2,0,0,0,0,4,0,0,0
AC090525.3,0,0,0,0,0,0,0,0
EEF1A1P17,0,1,0,0,0,0,0,0
PUS7L,873,937,1631,684,739,738,1692,469
AC093012.2,10,27,15,5,2,18,15,9
AC093012.1,308,388,382,262,328,342,437,184
TWF1,1727,1704,2653,840,1689,1217,2444,767
TMEM117,959,1127,234,733,915,875,383,662
ZNF75BP,10,0,0,0,14,0,0,0
AC025030.2,0,0,0,0,0,0,0,1
AC025030.1,0,6,0,0,4,0,0,0
AC025253.1,0,0,0,0,0,0,0,0
AC025253.2,0,0,0,0,0,0,0,0
NELL2,100,104,244,33,205,104,111,92
AC079033.1,0,0,0,0,0,0,0,0
DBX2,4,0,6,2,8,0,0,0
AC008127.1,0,0,0,0,0,0,0,0
RACGAP1P,1,0,0,0,0,0,0,0
AC008127.2,0,0,0,0,0,0,0,0
RNA5SP361,0,0,0,0,0,0,0,0
AC009248.3,0,0,0,0,0,5,0,0
PLEKHA8P1,415,386,208,225,230,223,183,284
AC009248.1,8,0,0,7,4,0,0,0
ANO6,6420,6727,3096,5572,5210,5822,4442,3599
AC009248.2,0,0,0,1,0,0,0,0
AC063924.1,0,0,2,0,0,0,0,0
AC079950.1,0,0,0,0,0,4,2,0
AC079950.2,0,0,0,0,0,0,0,0
AC008124.1,1105,1200,899,1368,1324,1712,1295,784
ARID2,2341,2061,2651,1759,2583,2502,2975,854
AC009464.1,0,0,2,1,0,0,0,0
RN7SL246P,0,0,0,0,2,0,0,2
KNOP1P2,0,0,2,4,0,2,0,0
SCAF11,7891,7397,4848,5591,7819,7841,6129,4445
AC084878.1,0,0,0,0,0,0,0,0
SLC38A1,21375,19296,9502,13839,19549,17918,11318,9885
AC025031.3,3,6,0,4,1,0,0,0
SLC38A2,17492,19068,8634,10582,11548,10617,10528,10394
AC025031.2,5,6,0,2,3,0,0,1
AC008014.1,242,319,89,224,144,191,112,366
AC025031.1,0,0,0,0,0,3,2,0
AC025031.4,30,33,18,56,28,29,37,16
AC025031.5,2,2,0,6,8,0,2,0
AC008035.1,10,21,9,10,6,17,7,20
OR7A19P,0,0,0,0,0,0,2,0
MARK3P1,4,0,0,0,0,0,0,0
SLC38A4,36,10,10,24,26,14,2,18
AC079906.1,18,8,2,6,4,1,0,6
AMIGO2,326,203,272,191,241,129,459,19
PCED1B,25,12,118,10,30,61,167,2
AC119044.1,0,0,0,0,0,0,0,5
MIR4698,0,0,0,0,0,0,0,0
PCED1B-AS1,0,0,3,0,0,0,0,0
AC008083.2,0,0,0,0,0,0,0,0
AC008083.3,0,0,0,2,0,0,0,0
AC008083.4,0,0,0,0,0,0,0,0
PPIAP45,0,0,0,0,0,0,0,0
AC008083.1,0,0,0,0,0,0,0,0
LINC02416,0,0,0,0,0,0,0,0
MIR4494,0,0,0,0,0,0,0,0
LINC02156,0,0,2,0,0,2,0,2
ADI1P3,0,0,0,0,0,0,0,0
AC003686.1,0,0,0,0,0,0,0,0
AC004486.1,4,0,0,0,4,0,0,0
RPAP3,2227,1760,1753,1300,1793,1883,1957,1183
AC004241.3,16,12,29,4,20,13,10,10
AC004241.1,37,16,38,26,28,49,21,10
ENDOU,48,19,8,54,22,13,6,8
AC004241.5,8,12,14,24,23,4,8,0
AC004241.2,4,0,2,0,3,1,8,3
RAPGEF3,216,177,129,146,250,144,148,49
SLC48A1,1170,1038,419,1095,1009,965,564,521
AC004241.4,11,0,0,18,0,0,2,0
HDAC7,1808,1531,3087,1514,2016,2171,3306,701
AC004466.1,1,1,5,0,7,0,1,0
AC004466.3,4,0,0,15,2,10,1,3
AC004466.2,21,19,3,3,6,3,8,0
LINC02354,0,0,0,0,0,0,0,0
VDR,14,16,6,22,8,22,27,12
AC121338.1,0,0,0,0,0,0,0,0
AC121338.2,0,0,0,2,6,0,0,0
AC004801.7,0,0,0,0,0,0,0,0
TMEM106C,3502,3559,2525,3037,3998,3638,2650,2061
COL2A1,5680,7858,14257,5256,15729,17148,15172,4411
AC004801.5,6,4,18,2,7,0,0,0
AC004801.4,0,0,0,0,0,0,0,0
AC004801.3,0,0,0,0,0,0,0,0
AC004801.6,12,2,15,7,4,8,19,5
SENP1,881,1010,1578,787,961,1023,1545,557
AC004801.2,17,2,17,20,16,34,20,0
RNU6-1203P,0,0,0,0,2,0,0,0
AC004801.1,1,7,0,0,0,4,0,8
PFKM,14852,13324,5206,13107,14766,13769,7769,10787
MIR6505,0,0,0,4,0,2,0,0
ASB8,1779,1697,603,1526,1586,1824,782,1247
AC074029.3,18,21,22,6,8,22,0,13
AC074029.2,0,0,0,0,0,0,0,0
PHBP18,0,0,0,0,0,0,0,0
AC074029.1,0,0,0,0,0,0,0,0
CCDC184,12,5,144,18,44,48,101,4
AC074029.4,2,0,6,0,0,0,2,0
AC024257.3,25,8,0,42,14,5,10,28
OR10AD1,0,4,0,0,0,0,0,2
AC024257.1,0,0,3,0,0,0,0,0
AC024257.5,0,0,0,2,0,9,4,0
H1-7,21,4,8,2,4,22,0,0
AC024257.2,3,0,6,21,8,4,0,6
ZNF641,946,976,836,906,1022,1016,913,562
AC090115.1,7,8,6,1,0,0,0,7
OR5BK1P,9,11,2,6,0,5,0,4
AC024257.4,8,9,0,13,0,4,0,10
OR5BT1P,0,0,0,0,0,0,0,0
OR5BJ1P,0,0,0,0,0,0,0,0
OR8S21P,0,0,0,0,0,0,0,0
OR8T1P,0,0,0,0,0,0,0,0
ANP32D,0,0,0,0,0,0,0,0
C12orf54,0,4,0,2,0,0,5,0
AC089987.2,0,0,0,0,0,0,0,0
RPS10P20,0,0,0,0,0,0,0,0
AC089987.1,0,0,2,0,0,4,0,0
OR8S1,0,0,0,0,0,0,0,0
OR5BS1P,0,0,0,0,0,0,0,0
LALBA,0,0,0,0,0,0,0,0
OR11M1P,0,0,0,0,0,0,0,0
KANSL2,1547,1378,1658,1215,1646,1931,1956,866
SNORA2C,1,0,1,2,0,0,0,0
MIR1291,0,0,0,0,0,0,0,0
SNORA2A,5,7,5,2,7,2,10,11
SNORA2B,1,0,5,0,0,0,2,0
CCNT1,1441,1412,2333,1331,1508,1864,2425,726
TEX49,9,8,2,1,15,6,17,4
AC117498.2,0,0,0,0,0,0,0,0
ADCY6,11624,10169,2791,9538,12181,12854,6847,4102
MIR4701,8,3,0,4,4,0,0,5
ADCY6-DT,4,18,8,4,2,0,0,6
AC117498.3,0,0,12,8,0,2,6,0
AC117498.1,0,0,0,0,0,0,0,0
CACNB3,839,865,1396,755,1050,1169,1612,331
DDX23,2394,2325,3860,1870,2151,2278,3957,1656
RND1,76,38,480,48,107,158,324,46
RNU6-600P,0,0,0,0,0,0,0,0
AC073610.1,4,0,2,1,3,11,1,0
AC073610.2,2,0,1,0,3,0,0,0
CCDC65,202,146,168,131,137,78,193,42
FKBP11,561,373,442,339,313,426,458,166
ARF3,3857,3583,5625,2854,3229,3385,6643,2176
WNT10B,19,27,264,32,49,57,153,28
RNU6-940P,0,0,0,0,0,0,0,0
WNT1,0,0,239,0,0,0,317,0
DDN,296,286,160,148,181,245,291,172
AC011603.4,0,0,0,0,0,0,0,0
DDN-AS1,30,12,17,13,8,3,18,1
PRKAG1,2134,1890,1783,1662,1785,1903,1648,1147
KMT2D,5174,5091,3763,4341,4152,3792,3911,2301
RHEBL1,29,11,128,12,17,34,84,18
AC011603.5,2,0,0,0,0,0,0,0
DHH,8,0,6,0,0,8,14,0
AC011603.2,0,0,2,0,0,0,0,0
LMBR1L,529,573,1309,404,485,539,1389,165
AC011603.3,28,3,5,4,12,2,9,4
TUBA1B,6078,6957,18739,5068,8256,8817,20369,7933
AC011603.1,4,0,0,6,0,2,0,0
TUBA1A,15658,15257,38994,9690,19301,19348,38619,25514
TUBA1C,1296,1543,6867,1016,1330,1958,7029,1960
AC010173.2,2,0,0,0,0,0,0,0
AC010173.1,0,0,23,0,0,0,14,0
AC125611.3,0,0,0,0,0,0,0,0
AC125611.4,2,4,12,0,0,2,14,0
PRPH,0,0,117,0,2,0,203,4
TROAP,432,465,1549,297,467,507,1232,296
C1QL4,0,6,748,0,8,0,773,0
DNAJC22,84,55,834,44,140,193,614,4
SPATS2,1502,1563,1858,1216,1217,1319,1821,936
AC125611.2,4,8,0,2,0,0,0,4
AC125611.1,0,0,0,1,0,0,0,0
AC020612.4,0,0,2,0,2,0,0,0
KCNH3,62,44,368,10,39,23,288,12
MCRS1,3512,3678,3297,3129,3582,3839,3937,2765
PRPF40B,330,491,426,357,284,363,428,299
AC020612.3,12,35,15,29,24,7,0,7
FAM186B,73,100,42,96,25,20,55,27
RNU6-834P,8,4,0,2,0,14,0,4
POLR2KP1,6,5,3,25,2,0,0,10
AC020612.1,11,32,10,13,4,6,21,8
HIGD1AP9,0,0,0,0,0,0,0,0
FMNL3,441,393,1056,507,212,255,1390,73
TMBIM6,16106,12882,13338,11793,14537,15122,18477,8951
AC020612.2,0,0,0,0,0,0,0,0
LSM6P2,0,0,0,0,0,0,0,0
NCKAP5L,5052,4091,2207,4536,4317,3936,2846,2130
BCDIN3D-AS1,53,56,40,49,41,45,68,63
BCDIN3D,152,130,164,83,127,171,157,65
AC131157.1,0,0,0,0,0,0,0,0
RPL35AP28,0,0,0,0,0,0,0,0
FAIM2,0,0,28,2,0,0,36,0
LINC02395,26,19,19,8,13,0,2,42
LINC02396,0,0,0,0,0,0,0,0
AQP2,0,0,2,0,0,0,0,0
AC025154.2,0,4,3,0,0,0,4,0
AC025154.1,0,0,0,0,0,0,0,0
AQP5,0,12,28,4,6,4,10,12
AQP6,0,10,16,2,2,8,17,2
RACGAP1,1183,1603,2657,916,1536,1535,2742,990
ASIC1,191,274,731,277,264,386,829,195
SMARCD1,1761,1413,5232,1337,1538,1727,5524,950
GPD1,213,262,42,247,179,101,37,156
COX14,1528,1453,566,1308,1552,1510,703,1092
AC074032.1,22,18,17,0,19,19,7,7
CERS5,1187,1158,1501,1148,882,1269,1675,561
LIMA1,520,410,1540,373,742,701,1685,196
AC008147.2,8,10,2,0,6,8,13,6
AC008147.3,0,0,3,0,0,0,0,0
AC008147.1,0,0,1,0,0,0,0,0
MIR1293,0,0,0,0,0,0,0,0
RNU6-1093P,0,0,0,0,0,0,0,0
AC008147.4,6,17,2,1,6,0,8,3
FAM186A,6,16,14,12,12,4,2,4
AC090058.1,0,0,0,0,0,0,0,0
LARP4,3981,3439,2617,2169,2879,2535,3276,1840
DIP2B,5504,4515,2341,4364,5465,5685,3127,2686
RNU6-769P,0,0,0,0,0,0,0,0
RNU6-238P,0,3,0,0,0,0,0,0
AC078818.1,0,0,0,3,3,0,0,1
AC013244.1,7,5,2,11,6,0,6,5
ATF1,693,728,790,631,690,712,838,443
AC013244.2,0,0,0,0,0,0,0,0
RN7SL519P,0,0,0,0,0,0,0,0
TMPRSS12,0,0,0,0,0,0,0,1
